var_index,gene,bin
14578,DRD1,4
14579,TMEM186,15
14580,SDR42E1,11
14581,RBM33,23
14582,ARMCX2,11
14583,BTBD6,19
14584,SRY,0
14585,H1-10,24
14586,RBM43,13
14587,SUMO3,24
14588,IMMP2L,18
14589,TCEAL2,4
14590,CLCNKB,1
14591,JAG2,11
14592,FMNL1,24
14593,NUTM2A,4
14594,PTRHD1,18
14595,LCN12,9
14596,OR6A2,8
14597,WT1,5
14598,ZFP90,15
14599,AQP12A,0
14600,FAM227A,8
14601,OR6C70,8
14602,MUC6,5
14603,NOC4L,18
14604,USP18,16
14605,NDUFA6,19
14606,CHRM5,6
14607,SORCS2,6
14608,TMEM121,12
14609,TMEM106A,14
14610,SIVA1,20
14611,BRI3BP,21
14612,IFNE,7
14613,SLC22A10,3
14614,DGAT1,17
14615,RFX6,0
14616,ROBO2,2
14617,AP3M1,21
14618,F8,11
14619,NT5C1B,2
14620,CA13,9
14621,UBOX5,14
14622,MAFF,11
14623,BRF1,18
14624,LRRC14B,5
14625,SEMA4B,13
14626,MROH2A,2
14627,CIB1,22
14628,ANKS1B,6
14629,NELFA,21
14630,SLC24A3,1
14631,SGCZ,1
14632,EFCAB10,7
14633,C5orf47,3
14634,KRT76,2
14635,FLRT2,0
14636,INTS5,15
14637,MANEAL,13
14638,ADSS1,10
14639,ANO9,13
14640,FAF1,20
14641,MYADML2,0
14642,FAM43A,12
14643,NSMCE3,20
14644,HSF1,23
14645,C6orf120,19
14646,PURA,17
14647,INPP5J,6
14648,NPY2R,2
14649,MIXL1,8
14650,MFSD6L,7
14651,LRRC37B,13
14652,DDX51,15
14653,ZNF479,0
14654,SIGIRR,19
14655,NRBP2,11
14656,PRSS57,4
14657,IFITM2,22
14658,TNFAIP2,7
14659,ZNF445,13
14660,PGBD2,12
14661,TCEAL9,9
14662,MC2R,0
14663,RAB11B,20
14664,PRMT3,20
14665,PRPF39,19
14666,MAGEA11,3
14667,PPIL6,7
14668,ZNF74,12
14669,KIAA0825,11
14670,UBALD2,15
14671,TEX33,4
14672,CDNF,10
14673,NOTUM,9
14674,KLHL33,6
14675,RBM11,10
14676,GALNT17,0
14677,ZBTB37,15
14678,NUPR2,5
14679,IL3RA,15
14680,SPPL2C,3
14681,CCDC137,17
14682,ARL15,15
14683,C12orf56,8
14684,SCN10A,0
14685,SOCS1,24
14686,TCN2,11
14687,GAS2L1,10
14688,ATP6V0A2,20
14689,PRKN,7
14690,TEDC1,14
14691,HS6ST3,1
14692,HGS,23
14693,TNFAIP8L1,14
14694,OR2V1,3
14695,RAD51D,17
14696,OR7A17,2
14697,MAPK11,13
14698,SP140L,22
14699,TARS3,15
14700,SMYD3,13
14701,METTL7A,10
14702,IFNLR1,10
14703,SH3BGR,10
14704,FAM174B,10
14705,FAM47A,0
14706,ZSWIM9,14
14707,KPNA7,6
14708,TMEM179B,20
14709,GPRIN3,22
14710,KRT6B,2
14711,PARPBP,19
14712,STAC3,10
14713,ROR1,5
14714,MUC1,15
14715,FAAP100,16
14716,IRF7,15
14717,L3MBTL1,11
14718,BRCC3,16
14719,SV2B,5
14720,FAM131C,10
14721,LMNTD2,9
14722,SPATA45,9
14723,PDE6G,14
14724,PRKG1,5
14725,NR2F2,2
14726,DLK1,3
14727,TLCD2,8
14728,LSAMP,3
14729,AHNAK2,6
14730,OLFML2A,4
14731,SP1,21
14732,SPATA8,1
14733,DBX2,3
14734,INKA1,9
14735,PDIA2,4
14736,PCGF3,15
14737,LMLN,11
14738,P4HB,13
14739,PSMD13,24
14740,PBX1,6
14741,NDUFA4L2,8
14742,SHC4,13
14743,KRT79,4
14744,ZFP36L1,18
14745,UBE2L3,22
14746,NTF3,3
14747,BRWD1,17
14748,SMIM23,1
14749,PMEL,8
14750,SYN3,0
14751,POU3F1,10
14752,SNAI3,15
14753,ZBTB3,15
14754,MORN5,4
14755,PRAME,6
14756,MYBL1,13
14757,MOSMO,15
14758,ANKFY1,20
14759,YTHDF3,21
14760,ZNF696,13
14761,ADARB2,7
14762,NRG3,0
14763,SRL,5
14764,C11orf87,2
14765,IFIT1,11
14766,CXorf38,20
14767,CLDN24,0
14768,KCNQ5,13
14769,ADAMTSL5,9
14770,SPATA31A6,2
14771,MORF4L1,19
14772,NLRP9,0
14773,WDR53,15
14774,DMWD,15
14775,SLC52A2,16
14776,PIGP,15
14777,IKZF1,24
14778,PCYT2,15
14779,NAT8L,12
14780,OR6C76,2
14781,NPAP1,0
14782,BCAP31,23
14783,GNB1L,15
14784,DNAH14,8
14785,CCDC190,0
14786,EVI2B,20
14787,TMEM210,5
14788,ZNF829,11
14789,TMPRSS11B,4
14790,THNSL1,12
14791,TRIM69,12
14792,ATP6V0C,21
14793,IFITM1,12
14794,PRSS38,4
14795,LAMP1,23
14796,FFAR3,5
14797,C16orf54,14
14798,KLHDC8B,9
14799,KLHL34,9
14800,SETD4,14
14801,PTCH1,12
14802,RTN4RL1,9
14803,OR4C46,0
14804,CALHM1,9
14805,KRTAP5-5,3
14806,NKAIN3,2
14807,RNPC3,13
14808,ZNF267,21
14809,IRS2,13
14810,SPACDR,11
14811,FAM186A,1
14812,SHOX,0
14813,LCE3A,0
14814,BICD2,18
14815,LCE3E,1
14816,CCIN,7
14817,TMLHE,14
14818,GRK1,6
14819,DEFB128,3
14820,SLITRK2,1
14821,PLK5,4
14822,RASA3,22
14823,LRCH3,19
14824,LEMD1,7
14825,ATP4B,3
14826,NDUFA13,19
14827,ZNF566,13
14828,ZNF529,13
14829,ZNF284,11
14830,HTR3E,3
14831,DLEU7,4
14832,KRT73,6
14833,TAL2,8
14834,AIDA,20
14835,CDIN1,13
14836,CD300LF,4
14837,ZPBP2,7
14838,KRT5,2
14839,GSAP,12
14840,HTR3D,2
14841,AGBL4,7
14842,ARGFX,3
14843,CYP2R1,17
14844,LRRC70,2
14845,ANKRD46,15
14846,PIP5K1C,16
14847,OR5D14,2
14848,CYP4F2,5
14849,TEX38,5
14850,OR5D18,1
14851,ZBTB6,18
14852,C2orf76,13
14853,TAS2R42,4
14854,POLR3C,19
14855,PRR30,3
14856,UBL4B,5
14857,WWOX,16
14858,CYP4Z1,1
14859,CENATAC,14
14860,BCL9L,21
14861,POLR1D,23
14862,KIF18B,16
14863,ZNRF1,16
14864,FFAR4,3
14865,BPIFB3,0
14866,BPIFB4,3
14867,SAPCD2,13
14868,EDARADD,14
14869,SLC51B,4
14870,CYP4F12,1
14871,MTARC1,4
14872,LCE5A,1
14873,SOWAHB,5
14874,BLOC1S4,17
14875,KLHL32,9
14876,MRTFB,12
14877,BTLA,13
14878,ZNF17,12
14879,KDM4D,10
14880,GPAT2,12
14881,TOR3A,17
14882,PABPC1L2A,0
14883,GABRA5,1
14884,PPP1CC,22
14885,ZNF555,9
14886,OR10T2,1
14887,NAP1L3,9
14888,PRELID2,12
14889,BACE1,8
14890,RGS9BP,8
14891,TMEM212,1
14892,SLC36A3,1
14893,SLC36A2,0
14894,THBS2,2
14895,RXRA,13
14896,ANKRD37,16
14897,NUDT17,11
14898,MINAR2,3
14899,ZNF75D,15
14900,CYP4X1,3
14901,KRT26,0
14902,KRT10,12
14903,GOLGA8R,6
14904,CD300E,2
14905,CCDC30,10
14906,NKRF,17
14907,GLDN,3
14908,FCAR,5
14909,KPNA4,23
14910,TRDN,0
14911,OR6P1,1
14912,KRT3,2
14913,ZNF501,10
14914,ZNF197,13
14915,SPATA12,4
14916,TMPRSS12,4
14917,FAM228A,8
14918,DEFB132,0
14919,NAP1L2,10
14920,GNG2,24
14921,BTN3A2,22
14922,AKAP14,7
14923,PCLO,6
14924,KLK12,3
14925,RGS7BP,0
14926,INSIG1,22
14927,ZNF396,9
14928,TMEM222,14
14929,OR9Q1,4
14930,CLCNKA,6
14931,OR9Q2,5
14932,ARHGAP30,24
14933,SEPTIN10,8
14934,CYP4F8,2
14935,CYP4F3,4
14936,SMYD4,17
14937,FOXD2,9
14938,GPATCH8,17
14939,CEACAM19,9
14940,NF2,21
14941,SMIM29,18
14942,SPATC1,8
14943,UBE2H,16
14944,HPDL,13
14945,KATNA1,17
14946,FSD2,5
14947,ARAP1,22
14948,KIF24,12
14949,PDE2A,7
14950,CARMIL3,10
14951,PRG2,11
14952,PRR5,13
14953,ZFP91,24
14954,C17orf58,16
14955,BCDIN3D,14
14956,MAGEE2,1
14957,CYP27C1,5
14958,LYRM7,15
14959,CFAP73,6
14960,CCDC73,8
14961,BCR,21
14962,OR10H1,4
14963,MPPED1,4
14964,FOXI2,2
14965,SPIN4,14
14966,ZNF732,5
14967,SPIN2B,11
14968,SPATA31D3,0
14969,FOXE3,6
14970,HYAL3,11
14971,KCNK18,0
14972,VSIG10L,11
14973,CXCR3,21
14974,ZNF397,15
14975,ZSCAN30,14
14976,TPCN1,13
14977,LILRB4,1
14978,TNFRSF4,20
14979,KRT16,2
14980,HEXIM1,21
14981,SELENOV,5
14982,LCE1A,1
14983,KRT14,1
14984,TRABD2A,18
14985,KRTAP17-1,1
14986,PDZD7,9
14987,POFUT2,13
14988,QRFPR,6
14989,MAPT,9
14990,ERCC6L,14
14991,OR13F1,0
14992,OR5D3P,1
14993,TMEM17,9
14994,TNFRSF18,19
14995,FGF3,0
14996,C1QL4,6
14997,RTN4RL2,8
14998,ZDHHC17,18
14999,SERPINA11,0
15000,ZACN,9
15001,KRTAP22-1,1
15002,KRTAP19-6,1
15003,KRTAP6-2,2
15004,OR13C8,0
15005,PPARA,13
15006,TMEM232,9
15007,KRTAP19-2,2
15008,KRTAP19-4,0
15009,KRTAP15-1,2
15010,KRTAP13-4,1
15011,CFAP144,5
15012,EFCAB6,8
15013,KRTAP19-5,1
15014,KRTAP23-1,1
15015,KANK3,10
15016,EMID1,6
15017,ACTL7A,3
15018,KRTAP21-1,3
15019,RHD,5
15020,ESPN,1
15021,PNLIPRP1,1
15022,PTRH1,14
15023,KRTAP21-2,4
15024,SAMD7,2
15025,GPR141,6
15026,TMPRSS6,11
15027,CYP4A11,1
15028,TMEM216,15
15029,TMPRSS11A,1
15030,TMEM262,7
15031,C3orf70,7
15032,TEAD1,8
15033,OR2AK2,6
15034,PLCD1,13
15035,CCK,3
15036,ENTPD5,14
15037,MITF,6
15038,HEATR4,7
15039,LILRA5,3
15040,CMC1,16
15041,SLIT1,9
15042,LYPD6,3
15043,VSTM2B,5
15044,FOXD3,5
15045,SPATA21,6
15046,RNF220,18
15047,ANGPTL5,3
15048,SHTN1,7
15049,H1-7,3
15050,LCE4A,2
15051,LCE2A,1
15052,KRTAP12-1,0
15053,LCE2C,2
15054,ENSG00000187186,10
15055,ZNF546,13
15056,TSPYL4,14
15057,MT1X,18
15058,GCNT1,14
15059,LCE2D,0
15060,SESTD1,12
15061,LCE3B,0
15062,FNBP1,24
15063,DYNC2H1,10
15064,KRT12,1
15065,BCAM,4
15066,RSBN1L,20
15067,NPSR1,0
15068,WDR86,8
15069,FAM9C,5
15070,KRTAP9-8,1
15071,CIDEC,5
15072,DCC,0
15073,TAF9B,15
15074,PCDHB13,5
15075,MAGI2,0
15076,LUZP2,0
15077,LHFPL3,5
15078,CHP1,20
15079,FPR3,3
15080,C11orf96,10
15081,KCNJ11,9
15082,CDHR4,7
15083,COL4A1,4
15084,PLEKHG7,5
15085,GJA4,4
15086,H2AP,3
15087,HSPA14,20
15088,ATP13A5,4
15089,SIRT7,17
15090,PRR27,0
15091,IFT140,10
15092,PRAMEF10,2
15093,AGMO,1
15094,SBK2,0
15095,CYP26C1,8
15096,TLR5,8
15097,USP7,19
15098,NANOS3,9
15099,NHLRC1,10
15100,DPPA3,0
15101,COX8C,2
15102,PLEKHN1,11
15103,ZNF385C,6
15104,MAGEH1,16
15105,TET3,13
15106,ZNF286A,13
15107,ISG15,22
15108,EXD3,12
15109,OR5W2,3
15110,MYMK,2
15111,C17orf97,12
15112,ZKSCAN4,12
15113,SAMD11,4
15114,PERM1,5
15115,VMAC,12
15116,C5orf52,6
15117,HAPLN4,4
15118,ERC2,7
15119,B3GLCT,14
15120,SPRY4,10
15121,ERAS,6
15122,TRPV2,20
15123,AMTN,0
15124,EZHIP,6
15125,C2orf88,8
15126,OR2T27,0
15127,TMEM203,13
15128,SLC18A3,2
15129,KBTBD12,2
15130,THSD4,3
15131,DNAJB13,8
15132,GABRD,2
15133,NHEJ1,18
15134,FANCA,19
15135,SECISBP2,17
15136,OR52B6,0
15137,C9orf153,8
15138,SSX7,0
15139,ADH1A,1
15140,SEMA4D,22
15141,KRTAP10-8,0
15142,LIN28B,7
15143,DIPK1C,2
15144,DNAH17,8
15145,MCRS1,23
15146,TMEM72,3
15147,FANCM,14
15148,FAM205C,3
15149,ZNF70,11
15150,CARD9,9
15151,PEAR1,6
15152,ZFP69B,12
15153,TMEM202,3
15154,SOWAHD,8
15155,ZFP69,12
15156,HELT,3
15157,RTL4,0
15158,TMEM220,11
15159,C2orf78,4
15160,H1-2,24
15161,PLSCR3,21
15162,EIF4EBP1,20
15163,P2RX2,1
15164,ASCL4,2
15165,OR6C75,3
15166,CCDC157,10
15167,TTC24,8
15168,PABIR1,16
15169,PALM3,6
15170,GFRAL,1
15171,FYB2,0
15172,SHISA7,2
15173,LRRC74B,5
15174,DMBT1,4
15175,CLEC17A,8
15176,LCN10,8
15177,C2orf66,9
15178,OVCH1,3
15179,ZFTRAF1,14
15180,COL14A1,3
15181,DNER,4
15182,CPSF4L,6
15183,KLHL17,12
15184,ZCCHC13,3
15185,PLA2G2C,9
15186,ZSCAN23,9
15187,RINL,18
15188,C17orf99,6
15189,OR7D2,9
15190,TPRG1,7
15191,MORN2,13
15192,RTP5,7
15193,S100A3,6
15194,UBQLN2,22
15195,RILPL1,11
15196,C19orf67,7
15197,ZNF490,13
15198,CLCN1,5
15199,NRN1L,10
15200,NWD1,3
15201,ARL4C,24
15202,RNF133,0
15203,TMEM221,5
15204,TREML4,2
15205,RAB42,7
15206,WNT7B,5
15207,ZFTA,11
15208,PLA2G4E,3
15209,GPR89B,14
15210,MESP2,7
15211,EYS,1
15212,C6orf132,2
15213,OR2AG2,9
15214,MAPK12,11
15215,TMEM215,0
15216,COL4A5,2
15217,AGRN,12
15218,NHS,11
15219,OTOG,3
15220,FAM166A,6
15221,TMPPE,12
15222,ZNF626,13
15223,HEPACAM2,6
15224,SMTNL2,5
15225,ZC3H6,15
15226,LAMTOR4,24
15227,PRKAR1B,18
15228,NCR3LG1,10
15229,DCUN1D3,14
15230,ZNF793,9
15231,TUBB4B,23
15232,COMMD6,23
15233,PLA2G2A,4
15234,IL17REL,5
15235,HYKK,11
15236,OR7A5,1
15237,C15orf62,9
15238,RUFY4,7
15239,ZNF383,13
15240,HES4,9
15241,IGFL1,2
15242,ZNF669,13
15243,PEAK3,9
15244,LRRIQ4,8
15245,CENPP,20
15246,PLSCR1,18
15247,C3orf62,11
15248,ENO4,0
15249,ZNF559,13
15250,SBK1,15
15251,OR6C6,1
15252,BSPH1,2
15253,SLC38A3,6
15254,OR6N2,5
15255,GTF2F2,19
15256,CIBAR1,10
15257,FOCAD,18
15258,PRR19,9
15259,ZP3,11
15260,GPR15LG,5
15261,H3-5,8
15262,IFNA2,0
15263,JAKMIP3,8
15264,PPP3R2,3
15265,PDCD1,14
15266,CLEC2A,3
15267,DYNLT4,9
15268,SELL,24
15269,MAGEB5,3
15270,CHM,15
15271,NANOS2,6
15272,BLOC1S5,17
15273,CERKL,7
15274,IER5L,12
15275,H2AX,23
15276,INSC,9
15277,SERPINA5,1
15278,ACTMAP,14
15279,NCCRP1,5
15280,KRTDAP,3
15281,COL25A1,6
15282,FAM83G,10
15283,CFAP77,4
15284,SRSF10,17
15285,HBA2,6
15286,DUSP28,12
15287,CCDC9B,9
15288,NBR1,22
15289,OR2G6,2
15290,RALGAPA2,14
15291,NDOR1,13
15292,FBLL1,9
15293,NKAIN2,1
15294,KRTAP1-1,0
15295,PAQR9,4
15296,CLEC20A,2
15297,CFAP54,8
15298,CLN3,17
15299,ASAH2,4
15300,SUMO2,19
15301,NANOS1,7
15302,HMX3,6
15303,IGFL3,1
15304,GOLGA8M,1
15305,ZNF177,10
15306,RTL6,12
15307,DPYD,18
15308,S100A16,5
15309,PTAR1,21
15310,CC2D2B,8
15311,RNASE9,1
15312,SAXO2,9
15313,RHCE,7
15314,C2orf80,1
15315,IDO2,3
15316,PARVB,18
15317,SLC4A5,9
15318,UROS,21
15319,OR56A5,1
15320,KRTAP24-1,1
15321,ZDHHC9,13
15322,QRFP,3
15323,DUSP29,9
15324,SMIM15,23
15325,OSTN,1
15326,VWC2,0
15327,FAM221A,13
15328,TMEM120B,14
15329,FSIP2,3
15330,RBM34,12
15331,NOXA1,8
15332,TMEM198,10
15333,BCL2L15,7
15334,FZD9,7
15335,SPRED3,9
15336,OPTC,3
15337,PLET1,3
15338,ADRB3,1
15339,SKOR1,9
15340,CATSPER4,5
15341,PRELP,3
15342,PLA2G2E,1
15343,ZNF548,14
15344,MTF1,17
15345,TMCO2,8
15346,SHISA6,0
15347,TMEM201,17
15348,NHLRC3,14
15349,HMX2,7
15350,SNTN,0
15351,CALHM6,15
15352,CNR2,6
15353,SLX4,14
15354,ENTPD8,4
15355,BEND4,8
15356,FAM78B,10
15357,ZNF563,10
15358,TMC3,1
15359,FBF1,14
15360,KLRG2,9
15361,ASTL,10
15362,MSL1,22
15363,ENSG00000188897,8
15364,LRRK2,4
15365,BSX,4
15366,GJB3,2
15367,INSYN2A,1
15368,TRMT2B,14
15369,HACD4,19
15370,CFAP126,6
15371,NYX,4
15372,FAM120AOS,20
15373,UTS2B,6
15374,C9orf152,5
15375,NOC2L,18
15376,MSANTD1,9
15377,AADACL3,3
15378,NELFB,19
15379,SLC15A5,0
15380,LIPI,3
15381,LRRC66,9
15382,ZNF292,20
15383,HUS1B,10
15384,KCTD21,12
15385,SBSN,6
15386,ADAT2,19
15387,KIR2DL4,4
15388,MAGEB16,1
15389,VHLL,8
15390,DUSP21,2
15391,ZNF567,15
15392,NDUFA4,24
15393,ANKDD1B,8
15394,ALKBH2,13
15395,RNFT1,15
15396,RELN,4
15397,FAM111B,17
15398,APOD,9
15399,H1-0,13
15400,LITAF,24
15401,VSTM1,2
15402,TMEM120A,16
15403,ARID2,21
15404,SF3B3,24
15405,PRSS48,3
15406,IL1RAPL2,2
15407,BLOC1S3,11
15408,SP6,5
15409,ANKRD34B,6
15410,PLAC9,3
15411,FAM47B,0
15412,NKAPL,8
15413,FSCB,2
15414,CLDN4,7
15415,ZNF573,12
15416,FAM47E,5
15417,JPT1,17
15418,ZNF527,12
15419,ZAR1L,7
15420,S100A13,12
15421,ZNF33A,18
15422,OR14I1,1
15423,KRT77,1
15424,PCDH18,6
15425,DCAF8L2,2
15426,ZNF600,13
15427,BTBD8,11
15428,MAOA,10
15429,C15orf61,15
15430,NUGGC,10
15431,TSPYL1,16
15432,SPANXN3,0
15433,TRIM64B,2
15434,PNRC2,22
15435,DRICH1,10
15436,GJB5,0
15437,FHIT,12
15438,ALKAL2,7
15439,ZKSCAN3,12
15440,FOXR2,1
15441,RRP7A,18
15442,LIN54,18
15443,FAM53B,18
15444,FAM180A,3
15445,BNIP5,3
15446,SPANXN4,0
15447,S100A14,4
15448,KAZN,9
15449,TOGARAM2,10
15450,NEMP2,17
15451,KIAA0408,16
15452,GSPT2,14
15453,TBC1D28,5
15454,C8orf76,18
15455,CXCL17,5
15456,OTUD6A,0
15457,MMP23B,7
15458,SH2D5,7
15459,ZFP92,11
15460,NCR1,5
15461,RASSF10,2
15462,GJB4,1
15463,OR2L13,4
15464,BLOC1S2,23
15465,SYCP2,11
15466,ZNF724,13
15467,IL1RAP,19
15468,PTPRT,2
15469,MYBPC1,2
15470,PAX5,8
15471,OR5K4,1
15472,OR6M1,5
15473,SPOCK3,1
15474,ZNF676,3
15475,ZNF699,12
15476,TDRD7,15
15477,CFAP119,10
15478,OR8A1,0
15479,MATCAP1,13
15480,VN1R2,2
15481,MYT1,5
15482,SERPINA3,2
15483,AKR1C3,14
15484,SPATS2L,19
15485,ZNF250,11
15486,WDSUB1,13
15487,ZNF79,12
15488,S100A4,24
15489,PLEKHG4,13
15490,KRTAP4-3,1
15491,FAT4,3
15492,KIF19,9
15493,OR6K2,4
15494,ZNF681,12
15495,ACADSB,14
15496,STK40,21
15497,OR10J1,0
15498,TMEM63A,20
15499,CTSE,2
15500,SEMA4A,12
15501,HRCT1,4
15502,MPHOSPH8,20
15503,GREB1,9
15504,SIRPB2,2
15505,ZNF766,14
15506,RYR1,10
15507,SRGAP3,9
15508,KRTAP5-3,1
15509,FAM217B,18
15510,SULT1C3,0
15511,TUBB,22
15512,LCOR,19
15513,SUPT5H,23
15514,XPNPEP3,11
15515,OR2T2,1
15516,OR2C3,3
15517,ZNF107,15
15518,OR10S1,1
15519,SFTA2,3
15520,PPIA,22
15521,ZNF471,6
15522,ZNF836,12
15523,ZNF493,14
15524,GRM7,2
15525,SUPT3H,15
15526,BECN2,4
15527,NIF3L1,16
15528,ATP2A1,9
15529,IARS1,21
15530,POM121,14
15531,ZBTB44,21
15532,GIMAP5,22
15533,STK31,7
15534,NLGN3,9
15535,OR8D1,1
15536,ADH7,0
15537,ZKSCAN7,11
15538,ZNF729,0
15539,CD55,23
15540,CPNE4,5
15541,ZNF565,11
15542,NTNG2,11
15543,ELAVL3,6
15544,WDR5,12
15545,LONP1,24
15546,TRRAP,22
15547,NUDT11,10
15548,FUT4,12
15549,ASB13,12
15550,SLC35F1,7
15551,ZNF34,11
15552,ZNF140,14
15553,INCA1,8
15554,ZNF774,10
15555,PTPN1,23
15556,EVL,24
15557,SPANXD,1
15558,THEM5,5
15559,NOXO1,6
15560,EPHB4,9
15561,PRTN3,5
15562,ZNF765,13
15563,ZNF124,11
15564,XRCC6,20
15565,S100A5,11
15566,C20orf204,10
15567,PPP1R26,10
15568,TSC22D2,17
15569,CRYBA4,8
15570,ASMT,8
15571,NPIPB15,10
15572,ZNF569,13
15573,ARMCX4,10
15574,YRDC,20
15575,ZNF777,16
15576,PIK3R4,17
15577,ZNF775,10
15578,ZNF605,12
15579,RFX8,9
15580,MYL6B,20
15581,ZNF799,10
15582,FGF16,5
15583,SIAH1,18
15584,GK2,1
15585,C20orf96,11
15586,ESRRG,1
15587,IPO4,13
15588,NCOR2,22
15589,SULT1A1,8
15590,ARL9,9
15591,PRPF40A,24
15592,GDAP2,18
15593,TCEAL3,9
15594,ANAPC7,18
15595,TPK1,14
15596,SLC6A9,11
15597,AFAP1,13
15598,MYO18A,18
15599,SPTSSB,3
15600,BORCS6,16
15601,MAN2A2,21
15602,MME,3
15603,CCDC196,2
15604,CACNA1H,7
15605,SULF2,8
15606,LAMA2,8
15607,PFN3,5
15608,PLXNB2,13
15609,OR5AC2,4
15610,AJAP1,5
15611,XRCC2,14
15612,MYO6,10
15613,MRTFA,18
15614,MBD3L2B,0
15615,HDAC2,22
15616,ZNF782,13
15617,SLC22A25,1
15618,MMP1,1
15619,ADH1B,0
15620,TCF4,11
15621,WNK3,7
15622,SDHAF3,18
15623,HRH1,10
15624,RABL6,23
15625,ZNF136,12
15626,ZKSCAN5,14
15627,ZNF502,10
15628,TRAPPC4,23
15629,TTC30B,10
15630,SLC30A10,5
15631,TECPR2,12
15632,TLR7,7
15633,FAM180B,7
15634,ZFP62,16
15635,ERI2,14
15636,TOMM7,24
15637,HSH2D,17
15638,TRPV1,12
15639,ZNF33B,14
15640,ZNF512B,16
15641,AMZ2,20
15642,ZNF431,9
15643,ALKAL1,2
15644,NF1,17
15645,VKORC1L1,14
15646,DAPK1,11
15647,LCE1B,4
15648,COL27A1,10
15649,GM2A,12
15650,H2AC13,7
15651,CLPSL2,4
15652,S100A2,9
15653,ZNF700,15
15654,POU3F4,2
15655,OR14A16,0
15656,CD47,24
15657,OR52K1,5
15658,TLE1,9
15659,MAML3,11
15660,H2AC11,14
15661,STRN3,18
15662,ZNF239,8
15663,SPINK14,0
15664,SPRR2B,0
15665,CHRNG,2
15666,ZSCAN16,12
15667,MVB12B,11
15668,ILRUN,23
15669,OR11G2,1
15670,ADA,21
15671,ARID5A,21
15672,PATE2,7
15673,PPTC7,21
15674,KRT39,1
15675,TOMM20L,7
15676,RGPD4,7
15677,NHLRC2,17
15678,ZFP28,10
15679,CRACDL,7
15680,SCN8A,9
15681,LAMB3,11
15682,H2BC26,11
15683,TEX43,7
15684,KPNA5,13
15685,ARHGEF12,15
15686,HCAR1,10
15687,PDLIM7,13
15688,FLNA,24
15689,TMEM26,2
15690,SRGAP1,7
15691,FAM3C,24
15692,NOP9,17
15693,OR2T4,1
15694,ZNF705A,7
15695,SLC39A10,17
15696,CASP4,21
15697,AP2A1,22
15698,ZNF585A,12
15699,FUT11,20
15700,SMIM10L2B,6
15701,ANXA4,21
15702,LAGE3,18
15703,WDR5B,14
15704,FAM163B,2
15705,WDR45,16
15706,METTL9,23
15707,ZNF138,14
15708,ZNF429,7
15709,ZNF470,12
15710,SERTAD1,15
15711,ZNF100,13
15712,ZNF398,16
15713,ZSCAN25,13
15714,ANXA6,24
15715,ZNF441,11
15716,GMFB,20
15717,SIGLEC15,3
15718,ZNF420,13
15719,ZNF763,7
15720,ZMYM1,13
15721,DTHD1,9
15722,H4C3,24
15723,ZSCAN26,14
15724,MAFG,16
15725,ARRDC1,20
15726,KIAA1671,17
15727,KRT35,2
15728,IGF2R,20
15729,LCE1C,4
15730,GAL3ST4,10
15731,DYNC1H1,18
15732,SLC6A17,7
15733,PCBP2,14
15734,ZGPAT,19
15735,SLC25A29,10
15736,PGAP1,16
15737,SRC,11
15738,ZNF679,0
15739,ZNF682,11
15740,OR8B8,0
15741,ZNF772,11
15742,ZNF257,11
15743,PCNX3,14
15744,ADAM32,6
15745,ACSL5,21
15746,LRRC8B,21
15747,ABCB8,17
15748,SND1,23
15749,ZNF785,13
15750,SULT1A2,5
15751,PSMD12,21
15752,MAGEA6,2
15753,ADGRA1,1
15754,PIWIL2,8
15755,NOL4L,13
15756,CYSRT1,9
15757,SLC22A4,9
15758,ZSCAN5B,6
15759,ENTPD4,17
15760,C1D,20
15761,TBC1D9B,23
15762,H4C11,12
15763,SLC2A7,1
15764,FAM110D,3
15765,SERPINA1,8
15766,KANK2,10
15767,C6orf141,7
15768,GTF2E2,23
15769,IL27,2
15770,GUCA2A,6
15771,RAD54B,18
15772,ZNF165,11
15773,SYNGAP1,15
15774,FITM2,12
15775,BLM,20
15776,KRBOX5,10
15777,OR10D3,1
15778,DDI2,18
15779,SVIL,11
15780,TRIM33,19
15781,LRP10,16
15782,PELI1,19
15783,ZNF655,21
15784,LYPD2,2
15785,UAP1L1,12
15786,ZNF98,8
15787,FBXL22,8
15788,ZNF786,14
15789,ZNF517,11
15790,ZNF675,14
15791,SLC22A5,12
15792,DACT3,10
15793,ADARB1,15
15794,ZNF860,9
15795,HTT,20
15796,OR6N1,5
15797,C5AR1,8
15798,DIO3,3
15799,CYP2B6,4
15800,DCHS2,3
15801,VEPH1,2
15802,FABP12,4
15803,SHPK,15
15804,OR51D1,2
15805,IPP,13
15806,OPALIN,2
15807,OR13G1,0
15808,MAP3K5,18
15809,OGDHL,9
15810,CYP2F1,1
15811,GSTK1,24
15812,HNRNPAB,24
15813,OR2L5,7
15814,STMN3,12
15815,PDGFA,11
15816,GYPE,8
15817,COL13A1,1
15818,SPN,24
15819,ZNF695,9
15820,PCDHB11,2
15821,ZNF628,12
15822,GALP,3
15823,SLC2A10,3
15824,ZNF665,7
15825,RPF2,21
15826,SLC28A3,8
15827,FAM177B,7
15828,MIB2,12
15829,OR6Y1,1
15830,MYO5A,15
15831,GZMM,17
15832,ATG7,15
15833,SIPA1L1,19
15834,TTC30A,10
15835,ELANE,4
15836,RAB40C,13
15837,PIGN,19
